sale_id,product_code,product_description,qty_sold,sale_price,sale_total,sale_date,store_id,cashier,payment_method
S000527,SKU-00010,Webcam HD,1,1037.21,1037.21,12/03/2024,STORE-04,EMP-301,Mobile
S000528,SKU-00002,Wireless Mouse,10,952.51,9525.1,01/23/2025,STORE-04,EMP-717,Mobile
S000529,SKU-00002,Wireless Mouse,5,962.48,4812.4,08/09/2024,STORE-07,EMP-356,Mobile
S000530,SKU-00007,Notebook Pack,10,88.09,880.9,11/15/2024,STORE-06,EMP-284,Cash
S000531,SKU-00010,Webcam HD,-3,596.36,1789.08,05/07/2024,STORE-03,EMP-426,Debit
S000532,SKU-00008,Pen Set,7,1216.5,8515.5,06/03/2025,STORE-04,EMP-930,Cash
S000533,SKU-00006,Monitor Arm,5,633.35,3166.75,01/16/2024,STORE-08,EMP-695,Mobile
S000534,SKU-00001,Laptop Pro 15,8,1184.34,9474.72,03/23/2025,STORE-09,EMP-458,Mobile
S000535,SKU-00010,Webcam HD,3,473.05,1419.15,12/13/2024,STORE-10,EMP-336,Credit
S000536,SKU-00009,Printer Paper,-7,853.86,5977.02,11/11/2024,STORE-07,EMP-659,Cash
S000537,SKU-00003,USB Hub,1,999.68,999.68,03/29/2025,STORE-07,EMP-381,Mobile
S000538,SKU-00002,Wireless Mouse,8,1348.64,10789.12,01/17/2025,STORE-10,EMP-446,Mobile
S000539,SKU-00011,Keyboard BT,8,399.94,3199.52,08/09/2024,STORE-04,EMP-407,Cash
S000540,SKU-00003,USB Hub,9,1038.37,9345.33,10/21/2024,STORE-04,EMP-752,Mobile
S000541,SKU-00008,Pen Set,6,284.47,1706.82,09/19/2025,STORE-07,EMP-624,Debit
S000542,SKU-00004,Office Chair,10,101.93,1019.3,10/20/2025,STORE-10,EMP-206,Credit
S000543,SKU-00007,Notebook Pack,9,1174.31,10568.79,08/24/2024,STORE-04,EMP-230,Mobile
S000544,SKU-00002,Wireless Mouse,7,1439.08,10073.56,09/29/2025,STORE-09,EMP-387,Cash
S000545,SKU-00008,Pen Set,3,1160.12,3480.36,06/01/2024,STORE-06,EMP-220,Credit
S000546,SKU-00008,Pen Set,5,779.83,3899.15,12/23/2024,STORE-04,EMP-283,Debit
S000547,SKU-00001,Laptop Pro 15,7,1284.21,8989.47,09/11/2025,STORE-09,EMP-210,Cash
S000548,SKU-00006,Monitor Arm,5,262.02,1310.1,02/04/2025,STORE-01,EMP-725,Credit
S000549,SKU-00011,Keyboard BT,7,84.54,591.78,12/23/2025,STORE-08,EMP-660,Debit
S000550,SKU-00004,Office Chair,6,1153.98,6923.88,01/07/2024,STORE-07,EMP-200,Mobile
S000551,SKU-00004,Office Chair,9,205.08,1845.72,04/11/2025,STORE-06,EMP-174,Cash
S000552,SKU-00009,Printer Paper,-7,512.54,3587.78,04/06/2025,STORE-10,EMP-528,Cash
S000553,SKU-00003,USB Hub,1,210.36,210.36,09/22/2024,STORE-01,EMP-201,Mobile
S000554,SKU-00003,USB Hub,9,128.91,1160.19,09/19/2025,STORE-06,EMP-876,Debit
S000555,SKU-00002,Wireless Mouse,3,393.56,1180.68,02/21/2025,STORE-08,EMP-356,Cash
S000556,SKU-00010,Webcam HD,5,14.62,73.1,11/03/2024,STORE-04,EMP-559,Cash
S000557,SKU-00002,Wireless Mouse,2,877.84,1755.68,06/25/2025,STORE-08,EMP-835,Credit
S000558,SKU-00001,Laptop Pro 15,7,1048.37,7338.59,08/25/2024,STORE-05,EMP-140,Debit
S000559,SKU-00002,Wireless Mouse,4,59.45,237.8,12/23/2024,STORE-08,EMP-290,Credit
S000560,SKU-00004,Office Chair,3,681.03,2043.09,08/01/2025,STORE-02,EMP-619,Credit
S000561,SKU-00002,Wireless Mouse,7,731.93,5123.51,03/04/2025,STORE-03,EMP-712,Mobile
S000562,SKU-00012,Desk Lamp,9,102.9,926.1,04/24/2025,STORE-06,EMP-415,Cash
S000563,SKU-00003,USB Hub,4,333.27,1333.08,06/08/2024,STORE-02,EMP-422,Mobile
S000564,SKU-00004,Office Chair,3,454.91,1364.73,05/22/2025,STORE-05,EMP-505,Mobile
S000565,SKU-00003,USB Hub,8,132.98,1063.84,12/24/2024,STORE-06,EMP-854,Cash
S000566,SKU-00001,Laptop Pro 15,4,1055.6,4222.4,12/28/2025,STORE-10,EMP-562,Mobile
S000567,SKU-00009,Printer Paper,1,840.45,840.45,06/02/2025,STORE-05,EMP-202,Mobile
S000568,SKU-00007,Notebook Pack,8,927.76,7422.08,08/17/2024,STORE-10,EMP-884,Credit
S000569,SKU-00004,Office Chair,10,454.91,4549.1,09/01/2025,STORE-10,EMP-779,Debit
S000570,SKU-00003,USB Hub,1,201.14,201.14,07/29/2024,STORE-06,EMP-267,Cash
S000571,SKU-00009,Printer Paper,2,182.31,364.62,09/22/2024,STORE-07,EMP-641,Cash
S000572,SKU-00009,Printer Paper,10,1091.13,10911.3,08/20/2024,STORE-04,EMP-175,Credit
S000573,SKU-00004,Office Chair,5,864.35,4321.75,08/08/2024,STORE-06,EMP-811,Credit
S000574,SKU-00010,Webcam HD,4,734.03,2936.12,04/24/2024,STORE-01,EMP-385,Cash
S000575,SKU-00003,USB Hub,9,1377.85,12400.65,12/19/2025,STORE-02,EMP-995,Cash
S000576,SKU-00001,Laptop Pro 15,2,620.6,1241.2,02/12/2024,STORE-05,EMP-126,Credit
S000577,SKU-00012,Desk Lamp,8,1131.63,9053.04,11/04/2025,STORE-07,EMP-232,Cash
S000578,SKU-00009,Printer Paper,1,657.92,657.92,02/07/2024,STORE-05,EMP-350,Cash
S000579,SKU-00011,Keyboard BT,9,224.89,2024.01,09/15/2025,STORE-10,EMP-929,Cash
S000580,SKU-00007,Notebook Pack,3,1219.82,3659.46,09/16/2024,STORE-05,EMP-165,Debit
S000581,SKU-00002,Wireless Mouse,7,1171.15,8198.05,10/25/2024,STORE-02,EMP-448,Cash
S000582,SKU-00006,Monitor Arm,8,1114.23,8913.84,12/04/2024,STORE-07,EMP-639,Cash
S000583,SKU-00004,Office Chair,5,337.07,1685.35,12/12/2024,STORE-04,EMP-953,Credit
S000584,SKU-00002,Wireless Mouse,5,879.36,4396.8,09/11/2025,STORE-03,EMP-852,Credit
S000585,SKU-00004,Office Chair,6,1057.64,6345.84,02/15/2025,STORE-04,EMP-383,Mobile
S000586,SKU-00003,USB Hub,7,253.65,1775.55,10/03/2024,STORE-08,EMP-206,Credit
S000587,SKU-00007,Notebook Pack,6,1338.42,8030.52,06/19/2024,STORE-08,EMP-790,Mobile
S000588,SKU-00004,Office Chair,1,818.53,818.53,12/19/2025,STORE-03,EMP-791,Debit
S000589,SKU-00004,Office Chair,7,433.8,3036.6,02/11/2024,STORE-01,EMP-804,Credit
S000590,SKU-00006,Monitor Arm,5,18.76,93.8,12/27/2025,STORE-05,EMP-993,Mobile
S000591,SKU-00008,Pen Set,7,551.9,3863.3,03/07/2024,STORE-08,EMP-249,Mobile
S000592,SKU-00012,Desk Lamp,6,1134.29,6805.74,06/09/2024,STORE-10,EMP-215,Credit
S000593,SKU-00007,Notebook Pack,6,1105.06,6630.36,03/21/2025,STORE-05,EMP-364,Cash
S000594,SKU-00004,Office Chair,1,51.64,51.64,01/11/2025,STORE-10,EMP-101,Credit
S000595,SKU-00003,USB Hub,5,1423.98,7119.9,08/31/2024,STORE-01,EMP-698,Credit
S000596,SKU-00011,Keyboard BT,9,339.74,3057.66,11/12/2024,STORE-04,EMP-495,Debit
S000597,SKU-00006,Monitor Arm,7,639.84,4478.88,01/24/2024,STORE-10,EMP-912,Cash
S000598,SKU-00010,Webcam HD,6,826.34,4958.04,10/20/2024,STORE-10,EMP-377,Cash
S000599,SKU-00007,Notebook Pack,5,470.39,2351.95,01/12/2025,STORE-02,EMP-439,Mobile
S000600,SKU-00011,Keyboard BT,10,232.55,2325.5,08/25/2024,STORE-01,EMP-112,Credit
S000601,SKU-00004,Office Chair,5,869.29,4346.45,11/04/2025,STORE-03,EMP-649,Debit
S000602,SKU-00006,Monitor Arm,6,1133.64,6801.84,02/12/2024,STORE-08,EMP-417,Credit
S000603,SKU-00011,Keyboard BT,9,216.7,1950.3,07/11/2025,STORE-01,EMP-300,Mobile
S000604,SKU-00011,Keyboard BT,5,405.66,2028.3,02/23/2024,STORE-01,EMP-166,Cash
S000605,SKU-00006,Monitor Arm,7,798.03,5586.21,08/13/2025,STORE-08,EMP-585,Cash
S000606,SKU-00012,Desk Lamp,7,1247.36,8731.52,09/15/2025,STORE-07,EMP-411,Debit
S000607,SKU-00011,Keyboard BT,3,1253.45,3760.35,04/27/2024,STORE-07,EMP-696,Mobile
S000608,SKU-00009,Printer Paper,10,1194.84,11948.4,12/12/2025,STORE-09,EMP-542,Mobile
S000609,SKU-00008,Pen Set,10,354.76,3547.6,10/27/2024,STORE-09,EMP-990,Debit
S000610,SKU-00004,Office Chair,6,713.18,4279.08,05/11/2024,STORE-04,EMP-842,Cash
S000611,SKU-00011,Keyboard BT,7,54.83,383.81,12/05/2025,STORE-08,EMP-707,Debit
S000612,SKU-00006,Monitor Arm,8,481.87,3854.96,05/02/2024,STORE-01,EMP-136,Cash
S000613,SKU-00005,Standing Desk,5,691.88,3459.4,03/06/2024,STORE-03,EMP-367,Debit
S000614,SKU-00008,Pen Set,10,1047.37,10473.7,10/01/2024,STORE-09,EMP-939,Cash
S000615,SKU-00003,USB Hub,1,1213.26,1213.26,08/16/2024,STORE-03,EMP-975,Mobile
S000616,SKU-00001,Laptop Pro 15,8,1421.17,11369.36,08/14/2025,STORE-07,EMP-831,Cash
S000617,SKU-00012,Desk Lamp,4,1196.89,4787.56,11/09/2025,STORE-03,EMP-482,Cash
S000618,SKU-00002,Wireless Mouse,6,1081.67,6490.02,01/04/2025,STORE-08,EMP-334,Credit
S000619,SKU-00003,USB Hub,3,367.52,1102.56,05/18/2024,STORE-07,EMP-137,Cash
S000620,SKU-00006,Monitor Arm,5,220.15,1100.75,09/30/2025,STORE-09,EMP-633,Credit
S000621,SKU-00010,Webcam HD,10,1238.84,12388.4,03/22/2024,STORE-03,EMP-379,Credit
S000622,SKU-00009,Printer Paper,4,982.87,3931.48,10/25/2025,STORE-01,EMP-836,Mobile
S000623,SKU-00009,Printer Paper,5,1156.15,5780.75,02/19/2025,STORE-08,EMP-247,Mobile
S000624,SKU-00008,Pen Set,4,39.6,158.4,12/25/2025,STORE-04,EMP-777,Debit
S000625,SKU-00008,Pen Set,8,123.86,990.88,02/07/2025,STORE-08,EMP-339,Credit
S000626,SKU-00012,Desk Lamp,1,936.04,936.04,05/05/2024,STORE-04,EMP-865,Mobile
S000627,SKU-00009,Printer Paper,4,1240.42,4961.68,05/12/2025,STORE-05,EMP-111,Credit
S000628,SKU-00007,Notebook Pack,10,437.07,4370.7,05/04/2025,STORE-05,EMP-347,Debit
S000629,SKU-00009,Printer Paper,2,1439.18,2878.36,01/04/2025,STORE-08,EMP-767,Mobile
S000630,SKU-00006,Monitor Arm,2,563.82,1127.64,03/03/2024,STORE-03,EMP-199,Mobile
S000631,SKU-00006,Monitor Arm,10,842.46,8424.6,03/29/2024,STORE-10,EMP-410,Cash
S000632,SKU-00008,Pen Set,7,1140.22,7981.54,09/08/2024,STORE-09,EMP-518,Cash
S000633,SKU-00010,Webcam HD,1,825.24,825.24,11/04/2024,STORE-01,EMP-745,Credit
S000634,SKU-00004,Office Chair,3,1465.33,4395.99,08/15/2024,STORE-06,EMP-430,Debit
S000635,SKU-00012,Desk Lamp,6,297.9,1787.4,04/04/2025,STORE-03,EMP-111,Debit
S000636,SKU-00001,Laptop Pro 15,-1,955.7,955.7,12/26/2025,STORE-05,EMP-970,Credit
S000637,SKU-00003,USB Hub,3,1272.59,3817.77,08/04/2025,STORE-08,EMP-928,Credit
S000638,SKU-00007,Notebook Pack,8,1204.4,9635.2,04/01/2025,STORE-02,EMP-143,Mobile
S000639,SKU-00001,Laptop Pro 15,2,1116.06,2232.12,03/28/2024,STORE-04,EMP-746,Cash
S000640,SKU-00003,USB Hub,4,1485.88,5943.52,06/12/2024,STORE-04,EMP-463,Debit
S000641,SKU-00012,Desk Lamp,8,1082.52,8660.16,09/22/2024,STORE-06,EMP-312,Mobile
S000642,SKU-00006,Monitor Arm,7,61.24,428.68,05/20/2024,STORE-07,EMP-586,Debit
S000643,SKU-00003,USB Hub,2,1273.7,2547.4,08/13/2024,STORE-09,EMP-269,Debit
S000644,SKU-00007,Notebook Pack,3,255.69,767.07,08/20/2024,STORE-10,EMP-751,Mobile
S000645,SKU-00012,Desk Lamp,9,1226.0,11034.0,08/11/2024,STORE-10,EMP-537,Cash
S000646,SKU-00010,Webcam HD,-7,1048.22,7337.54,04/14/2025,STORE-10,EMP-294,Cash
S000647,SKU-00002,Wireless Mouse,6,946.84,5681.04,04/15/2025,STORE-02,EMP-742,Cash
S000648,SKU-00009,Printer Paper,2,621.3,1242.6,01/14/2025,STORE-04,EMP-807,Debit
S000649,SKU-00011,Keyboard BT,9,546.28,4916.52,11/07/2025,STORE-02,EMP-892,Debit
S000650,SKU-00004,Office Chair,3,97.64,292.92,09/23/2025,STORE-03,EMP-671,Credit
S000651,SKU-00004,Office Chair,5,230.47,1152.35,10/08/2024,STORE-10,EMP-439,Cash
S000652,SKU-00006,Monitor Arm,3,1076.29,3228.87,11/30/2025,STORE-09,EMP-114,Cash
S000653,SKU-00007,Notebook Pack,5,1255.68,6278.4,02/22/2025,STORE-02,EMP-740,Debit
S000654,SKU-00008,Pen Set,10,874.97,8749.7,11/23/2025,STORE-03,EMP-374,Mobile
S000655,SKU-00011,Keyboard BT,7,1033.65,7235.55,09/11/2025,STORE-03,EMP-635,Mobile
S000656,SKU-00009,Printer Paper,10,976.92,9769.2,08/14/2025,STORE-07,EMP-621,Cash
S000657,SKU-00012,Desk Lamp,7,568.9,3982.3,09/19/2025,STORE-04,EMP-951,Cash
S000658,SKU-00005,Standing Desk,8,607.22,4857.76,06/21/2024,STORE-05,EMP-732,Debit
S000659,SKU-00012,Desk Lamp,9,271.59,2444.31,07/07/2025,STORE-02,EMP-626,Credit
S000660,SKU-00006,Monitor Arm,2,1234.17,2468.34,01/19/2025,STORE-07,EMP-909,Cash
S000661,SKU-00009,Printer Paper,3,1263.63,3790.89,06/09/2024,STORE-10,EMP-569,Credit
S000662,SKU-00007,Notebook Pack,10,1037.6,10376.0,07/24/2025,STORE-07,EMP-538,Cash
S000663,SKU-00003,USB Hub,10,606.46,6064.6,03/16/2024,STORE-07,EMP-464,Cash
S000664,SKU-00003,USB Hub,5,1243.86,6219.3,10/29/2024,STORE-01,EMP-867,Credit
S000665,SKU-00002,Wireless Mouse,8,629.49,5035.92,11/11/2025,STORE-10,EMP-599,Cash
S000666,SKU-00008,Pen Set,8,723.1,5784.8,09/30/2025,STORE-04,EMP-632,Mobile
S000667,SKU-00005,Standing Desk,8,1232.86,9862.88,10/05/2024,STORE-03,EMP-144,Mobile
S000668,SKU-00012,Desk Lamp,5,742.96,3714.8,06/27/2025,STORE-07,EMP-293,Debit
S000669,SKU-00011,Keyboard BT,5,377.65,1888.25,12/20/2025,STORE-02,EMP-914,Credit
S000670,SKU-00010,Webcam HD,5,181.21,906.05,09/06/2024,STORE-06,EMP-357,Credit
S000671,SKU-00008,Pen Set,1,971.16,971.16,10/25/2025,STORE-06,EMP-870,Cash
S000672,SKU-00003,USB Hub,3,102.59,307.77,02/20/2025,STORE-03,EMP-840,Debit
S000673,SKU-00004,Office Chair,3,1294.35,3883.05,10/08/2024,STORE-01,EMP-823,Debit
S000674,SKU-00011,Keyboard BT,8,445.41,3563.28,07/22/2024,STORE-09,EMP-348,Debit
S000675,SKU-00007,Notebook Pack,3,1320.98,3962.94,05/29/2024,STORE-06,EMP-762,Credit
S000676,SKU-00005,Standing Desk,5,1408.39,7041.95,01/27/2024,STORE-03,EMP-683,Cash
S000677,SKU-00004,Office Chair,3,232.01,696.03,03/09/2025,STORE-01,EMP-982,Credit
S000678,SKU-00003,USB Hub,2,846.24,1692.48,02/24/2025,STORE-06,EMP-612,Cash
S000679,SKU-00004,Office Chair,9,560.12,5041.08,12/05/2024,STORE-02,EMP-242,Mobile
S000680,SKU-00004,Office Chair,2,777.67,1555.34,01/31/2024,STORE-06,EMP-620,Credit
S000681,SKU-00001,Laptop Pro 15,10,679.95,6799.5,08/21/2025,STORE-01,EMP-904,Debit
S000682,SKU-00004,Office Chair,6,39.5,237.0,04/30/2025,STORE-04,EMP-867,Cash
S000683,SKU-00009,Printer Paper,6,1333.1,7998.6,08/29/2024,STORE-08,EMP-570,Debit
S000684,SKU-00006,Monitor Arm,10,1005.3,10053.0,09/20/2024,STORE-01,EMP-683,Debit
S000685,SKU-00011,Keyboard BT,4,1496.02,5984.08,07/16/2024,STORE-03,EMP-760,Debit
S000686,SKU-00012,Desk Lamp,4,1477.94,5911.76,07/20/2024,STORE-06,EMP-993,Cash
S000687,SKU-00009,Printer Paper,5,1296.56,6482.8,09/06/2024,STORE-04,EMP-848,Cash
S000688,SKU-00005,Standing Desk,8,1122.97,8983.76,11/10/2025,STORE-03,EMP-584,Cash
S000689,SKU-00007,Notebook Pack,7,380.42,2662.94,11/12/2024,STORE-09,EMP-473,Mobile
S000690,SKU-00009,Printer Paper,7,775.18,5426.26,06/23/2024,STORE-07,EMP-866,Debit
S000691,SKU-00002,Wireless Mouse,3,722.95,2168.85,02/24/2024,STORE-02,EMP-205,Credit
S000692,SKU-00007,Notebook Pack,4,1199.8,4799.2,05/23/2025,STORE-01,EMP-905,Debit
S000693,SKU-00006,Monitor Arm,7,1067.58,7473.06,04/16/2024,STORE-06,EMP-379,Cash
S000694,SKU-00003,USB Hub,4,1049.04,4196.16,07/05/2025,STORE-07,EMP-177,Debit
S000695,SKU-00010,Webcam HD,5,191.8,959.0,10/15/2025,STORE-09,EMP-274,Credit
S000696,SKU-00009,Printer Paper,2,404.56,809.12,02/04/2024,STORE-02,EMP-751,Cash
S000697,SKU-00011,Keyboard BT,2,867.79,1735.58,12/18/2024,STORE-01,EMP-779,Debit
S000698,SKU-00012,Desk Lamp,3,1004.35,3013.05,04/14/2024,STORE-07,EMP-412,Debit
S000699,SKU-00012,Desk Lamp,1,974.95,974.95,06/24/2025,STORE-02,EMP-135,Mobile
S000700,SKU-00006,Monitor Arm,6,156.08,936.48,05/17/2025,STORE-03,EMP-508,Credit
